id,MonsoonIntensity,TopographyDrainage,RiverManagement,Deforestation,Urbanization,ClimateChange,DamsQuality,Siltation,AgriculturalPractices,Encroachments,IneffectiveDisasterPreparedness,DrainageSystems,CoastalVulnerability,Landslides,Watersheds,DeterioratingInfrastructure,PopulationScore,WetlandLoss,InadequatePlanning,PoliticalFactors,FloodProbability
1577,4,7,4,3,8,6,7,4,5,3,4,5,3,4,4,5,2,5,8,4,0.52
1578,5,7,3,10,3,7,3,5,4,2,7,4,4,2,5,5,3,6,6,2,0.48
1579,2,3,7,5,7,5,6,2,5,8,5,8,2,2,3,2,4,5,5,8,0.46
1580,7,6,3,4,6,6,11,7,4,6,1,5,4,4,1,3,9,4,4,2,0.465
1581,5,5,6,2,3,1,4,3,4,4,4,3,1,9,4,3,4,4,4,2,0.36
1582,3,5,5,5,5,5,3,4,5,2,5,3,2,4,4,2,5,3,8,4,0.4
1583,4,6,4,3,5,8,1,3,7,4,7,3,3,3,3,7,3,3,8,7,0.45
1584,7,5,6,5,10,2,7,3,0,6,7,9,1,5,5,6,8,2,7,4,0.525
1585,3,7,5,8,5,8,9,2,5,4,3,7,8,3,3,5,3,3,0,6,0.51
1586,3,5,5,8,7,5,3,6,6,2,4,6,5,4,3,9,6,5,2,1,0.465
1587,7,6,5,7,5,2,2,8,3,4,2,6,4,5,5,5,6,4,4,2,0.505
1588,8,3,1,3,6,3,5,5,6,3,4,4,3,7,6,3,9,11,8,7,0.545
1589,9,5,8,4,5,7,3,5,1,3,5,6,7,7,6,6,6,7,8,4,0.59
1590,3,5,7,6,3,4,1,1,7,2,7,4,9,6,3,6,6,2,6,5,0.46
1591,7,5,5,5,3,2,2,9,3,2,2,4,4,3,8,3,2,1,6,3,0.385
1592,2,7,3,6,7,12,7,5,4,3,4,7,5,6,4,4,4,7,6,6,0.57
1593,4,1,7,2,11,4,4,6,4,9,3,5,3,5,7,8,5,4,3,4,0.52
1594,5,5,3,9,3,6,4,4,1,5,11,2,4,4,5,2,5,7,5,6,0.465
1595,3,3,8,4,2,5,9,5,5,1,2,8,5,4,1,5,5,5,6,6,0.505
1596,8,4,7,1,1,6,3,7,5,6,5,5,7,5,8,3,4,3,7,3,0.52
1597,6,5,3,5,7,6,9,5,7,6,3,5,3,6,5,6,5,7,8,6,0.595
1598,6,5,4,12,5,3,6,3,6,6,3,3,4,2,5,4,4,3,3,5,0.505
1599,2,5,4,6,5,4,7,6,6,6,5,5,8,4,9,4,7,4,2,7,0.555
1600,3,4,3,0,9,2,6,8,8,6,4,4,8,7,5,3,5,3,1,9,0.5
1601,8,2,6,10,1,3,6,5,1,1,4,6,4,6,4,1,5,2,6,3,0.41
1602,3,3,6,3,7,4,9,6,4,4,6,6,2,6,3,4,4,4,6,2,0.455
1603,7,4,5,3,6,4,7,8,4,7,5,7,4,1,8,6,6,4,11,6,0.6
1604,4,5,4,2,3,6,3,6,5,5,5,5,4,8,10,3,6,3,5,3,0.47
1605,3,2,8,8,4,8,4,5,6,5,4,6,3,5,4,3,3,4,7,3,0.46
1606,3,4,5,8,7,9,5,3,2,0,6,3,4,7,5,3,8,3,4,6,0.5
1607,3,3,3,5,5,7,8,5,4,6,8,4,6,1,3,1,3,6,5,4,0.435
1608,12,4,3,8,5,5,5,8,4,3,5,5,5,7,4,7,6,5,5,5,0.585
1609,6,7,4,5,4,3,8,5,7,7,8,3,3,4,4,6,3,9,3,5,0.525
1610,4,9,3,6,7,4,3,4,8,2,2,5,6,2,10,3,4,4,3,5,0.445
1611,5,5,7,3,7,7,9,5,4,2,5,1,6,4,9,4,4,4,4,3,0.53
1612,2,6,5,6,6,4,3,4,6,2,5,5,3,1,3,6,6,4,8,7,0.44
1613,4,4,5,7,4,5,8,3,7,4,6,6,6,6,8,4,3,7,3,2,0.51
1614,5,2,5,4,9,4,6,3,7,5,7,1,7,6,4,8,3,3,5,5,0.495
1615,6,4,6,5,4,5,3,3,7,6,3,3,7,3,4,10,9,6,4,3,0.54
1616,5,3,9,4,3,6,6,3,5,3,4,3,6,7,3,3,5,6,8,5,0.475
1617,5,5,4,4,6,5,4,8,4,6,2,2,4,8,10,4,5,4,6,1,0.485
1618,4,5,10,4,2,6,4,4,5,7,1,8,6,4,4,2,4,1,8,8,0.485
1619,2,8,7,3,5,6,6,2,3,3,5,5,4,7,6,5,3,5,5,7,0.51
1620,3,3,7,6,4,6,8,8,7,4,5,5,3,2,4,3,3,4,5,6,0.465
1621,5,6,2,4,7,5,5,5,4,3,4,6,4,2,6,4,8,6,5,7,0.475
1622,6,1,5,7,8,3,3,5,5,5,7,8,3,8,2,8,7,0,4,10,0.535
1623,3,4,5,5,4,7,9,6,3,8,7,6,4,2,3,4,7,4,3,3,0.475
1624,4,4,5,4,7,6,7,3,2,4,7,7,7,8,5,6,5,7,3,6,0.57
1625,9,6,4,4,0,5,6,1,2,4,8,6,6,8,7,0,6,4,6,3,0.515
1626,4,5,7,5,5,3,3,6,4,7,10,4,10,1,4,3,4,5,7,7,0.535
1627,6,4,4,6,7,1,5,1,9,7,6,7,6,5,4,2,9,5,5,7,0.555
1628,1,8,7,4,9,6,3,9,4,6,2,7,1,4,7,4,7,2,2,2,0.515
1629,5,5,4,1,5,6,4,8,5,9,5,6,6,8,4,8,5,2,4,5,0.53
1630,0,5,5,3,5,5,9,2,6,5,5,13,4,3,3,3,6,8,4,9,0.52
1631,3,5,4,4,13,3,6,4,6,4,6,6,8,4,2,6,3,8,2,6,0.535
1632,4,7,6,6,4,3,6,4,3,7,8,8,7,4,6,6,3,3,3,6,0.525
1633,5,6,7,8,1,4,8,5,5,6,7,6,9,3,2,7,4,4,8,6,0.59
1634,7,7,4,3,5,3,3,3,3,6,7,4,3,10,8,8,2,6,4,9,0.535
1635,6,4,5,7,5,4,5,2,7,5,8,5,6,6,2,4,3,3,8,6,0.505
1636,5,5,6,8,2,5,2,3,7,7,3,7,3,4,5,6,2,5,4,4,0.51
1637,2,4,4,4,3,8,2,2,6,4,7,6,3,7,3,5,4,4,7,6,0.485
1638,4,7,7,6,6,3,5,7,4,6,2,3,4,8,7,8,8,10,3,4,0.59
1639,4,6,2,3,4,3,12,6,3,6,3,7,5,9,0,9,4,3,1,6,0.48
1640,2,2,6,4,9,2,7,6,5,5,3,9,6,8,3,5,1,6,3,6,0.485
1641,5,5,3,0,2,7,3,6,3,4,5,5,2,7,6,7,9,3,5,5,0.455
1642,4,1,6,10,6,5,5,3,9,10,8,6,5,2,4,7,5,7,4,4,0.56
1643,5,6,6,8,6,9,5,3,5,1,4,5,7,1,7,4,6,1,5,6,0.53
1644,5,3,7,7,6,6,4,9,4,4,8,4,1,3,4,4,3,3,2,4,0.455
1645,6,5,6,5,6,7,3,7,8,6,6,3,7,3,6,7,9,6,6,5,0.605
1646,4,4,5,4,10,4,4,10,4,5,4,3,1,1,9,5,4,4,5,2,0.44
1647,4,7,4,4,6,2,3,7,7,3,6,8,6,3,4,4,3,5,3,9,0.53
1648,7,8,4,4,3,6,2,4,6,3,7,10,4,5,4,3,6,5,2,6,0.495
1649,6,4,7,9,5,5,5,7,4,4,3,3,5,8,11,4,8,3,3,3,0.56
1650,7,6,3,3,1,4,4,6,6,1,9,5,8,8,3,4,6,4,6,12,0.555
1651,6,9,8,8,4,6,1,4,9,0,5,3,2,4,3,9,4,1,5,6,0.52
1652,5,4,7,4,4,4,3,7,10,6,11,4,5,7,2,8,2,4,8,6,0.575
1653,7,3,6,7,4,4,5,5,4,3,6,7,6,4,2,5,8,3,5,5,0.495
1654,7,3,6,1,5,8,4,5,9,3,4,7,7,6,1,6,1,6,2,1,0.505
1655,7,3,6,5,8,5,3,2,4,4,5,4,4,14,6,4,5,8,4,9,0.5
1656,7,4,2,6,3,9,3,8,3,5,8,8,7,5,4,4,2,3,4,3,0.475
1657,4,9,5,4,9,7,4,3,6,5,9,1,7,5,10,4,5,4,8,4,0.6
1658,5,1,3,3,5,6,5,4,3,5,6,4,3,4,5,3,9,6,8,2,0.495
1659,4,7,3,5,9,7,6,4,6,6,6,3,5,6,5,1,5,2,7,6,0.525
1660,6,5,5,5,4,5,3,8,8,5,4,8,5,3,6,5,7,5,5,5,0.545
1661,7,5,5,8,6,3,5,3,3,5,2,4,5,5,6,5,6,5,1,7,0.48
1662,4,5,3,4,5,6,6,3,4,3,8,8,5,5,7,4,8,7,4,6,0.53
1663,6,7,2,2,5,6,4,8,3,3,7,2,3,6,5,5,4,6,5,3,0.44
1664,4,4,5,7,3,7,7,4,5,5,9,7,6,10,5,4,8,4,8,6,0.62
1665,5,7,6,5,2,6,2,3,4,9,4,3,5,7,6,3,3,6,5,2,0.48
1666,6,0,3,6,8,2,8,5,7,6,5,5,4,6,3,5,6,6,7,1,0.495
1667,2,2,2,6,6,5,6,3,9,5,1,5,5,3,6,6,5,4,6,4,0.495
1668,4,7,6,5,6,1,3,7,2,8,2,6,3,8,6,6,4,6,3,3,0.465
1669,3,6,1,6,5,2,4,5,6,8,1,9,5,8,4,3,6,3,6,5,0.5
1670,6,4,3,8,5,8,4,6,3,7,6,6,5,6,5,5,5,3,2,3,0.54
1671,2,2,8,4,6,2,5,5,3,3,2,7,3,2,3,3,8,5,7,3,0.405
1672,5,9,6,11,7,3,2,4,5,7,9,4,5,4,7,2,4,3,6,4,0.545
1673,4,2,6,5,8,5,3,3,1,9,6,4,5,4,3,3,6,6,5,4,0.515
1674,4,5,5,4,4,8,3,3,4,4,4,8,6,3,5,4,4,10,4,4,0.48
1675,4,3,5,2,2,5,3,3,4,8,1,9,4,5,5,10,9,5,4,6,0.475
1676,10,6,2,3,11,5,9,7,4,9,4,6,6,5,4,5,2,2,2,5,0.56
1677,5,2,5,5,6,5,2,9,3,5,4,7,4,5,4,7,5,5,5,5,0.49
1678,4,4,4,7,6,9,3,5,5,5,6,4,6,3,5,2,7,4,4,4,0.475
1679,7,7,7,5,4,4,5,7,6,4,2,3,5,5,8,4,10,5,4,4,0.555
1680,8,9,2,7,7,3,7,5,4,7,4,5,5,3,5,8,4,5,5,2,0.545
1681,2,4,6,5,2,7,3,4,3,5,5,3,7,9,3,3,5,4,6,6,0.515
1682,4,5,4,6,3,1,6,6,1,6,6,4,2,6,6,9,4,3,7,6,0.47
1683,3,4,5,6,8,6,3,8,3,4,5,5,7,3,4,5,9,6,3,2,0.53
1684,5,7,7,1,4,1,5,5,3,2,5,5,3,6,3,4,4,2,4,10,0.42
1685,3,3,4,2,3,6,2,4,7,7,4,3,5,2,4,8,3,5,4,2,0.4
1686,8,7,3,3,2,4,2,4,7,3,5,6,5,5,5,6,7,4,5,7,0.485
1687,4,8,4,5,8,5,7,3,9,5,5,3,3,5,5,6,3,4,6,3,0.525
1688,5,6,2,4,2,5,1,7,3,6,1,8,5,4,6,5,2,8,10,2,0.46
1689,4,3,6,2,0,6,1,5,3,10,9,6,9,7,1,4,7,5,3,7,0.5
1690,8,5,7,5,5,8,4,5,5,8,6,5,7,4,1,4,5,5,4,6,0.545
1691,5,5,2,8,6,5,8,5,5,4,5,3,5,3,3,4,5,3,7,7,0.5
1692,6,3,4,5,3,4,6,5,4,6,8,5,4,8,4,4,8,3,7,7,0.56
1693,5,7,4,8,6,2,7,5,4,6,3,9,5,3,5,5,4,6,1,2,0.465
1694,4,5,9,5,4,2,4,5,3,3,4,6,4,6,7,5,5,5,8,4,0.49
1695,4,6,1,6,3,5,8,2,4,3,3,6,5,2,7,7,2,8,5,5,0.505
1696,4,4,5,3,8,6,8,5,6,8,3,6,6,7,0,6,5,5,4,7,0.545
1697,5,5,7,12,10,3,3,4,2,11,3,4,4,4,4,6,3,6,6,3,0.5
1698,5,3,3,8,9,3,4,5,6,5,5,6,4,4,5,8,5,2,4,4,0.49
1699,1,3,7,4,5,3,5,6,4,9,2,3,2,7,6,3,9,3,4,9,0.515
1700,9,5,8,6,3,4,6,5,2,4,7,2,3,5,5,6,3,6,5,4,0.475
1701,4,8,3,3,5,9,5,11,7,5,6,4,6,7,4,4,5,5,6,4,0.585
1702,4,7,5,4,6,4,4,7,3,2,8,6,6,3,8,1,3,4,4,5,0.515
1703,5,5,8,6,3,8,4,5,7,3,9,6,5,6,6,3,2,5,5,6,0.54
1704,2,6,4,10,7,5,4,1,5,2,3,5,8,6,5,6,2,7,7,2,0.475
1705,6,5,8,4,4,4,8,4,4,8,1,5,5,1,6,5,3,8,8,2,0.53
1706,3,2,4,8,6,4,6,5,3,5,6,6,2,4,6,4,5,4,5,4,0.47
1707,4,7,5,2,10,1,2,7,4,7,3,9,4,6,4,4,4,7,0,7,0.5
1708,2,4,3,4,5,3,6,4,7,5,7,4,6,3,3,5,5,5,8,4,0.51
1709,6,5,5,5,4,5,2,3,7,5,11,7,5,5,2,6,5,3,6,6,0.535
1710,6,6,5,5,8,3,0,4,6,6,4,6,4,5,2,2,5,4,4,5,0.46
1711,5,4,3,6,5,3,10,4,2,3,5,4,7,8,4,4,4,8,3,5,0.475
1712,6,3,3,5,3,5,13,2,7,7,2,5,8,7,3,4,3,5,5,6,0.54
1713,4,8,7,4,3,3,6,5,7,4,5,4,6,4,9,4,5,11,2,4,0.555
1714,7,3,8,8,4,5,7,6,6,4,4,6,7,3,3,2,7,5,4,4,0.525
1715,7,2,5,4,2,4,4,3,7,5,10,6,3,6,6,7,3,5,6,5,0.53
1716,3,6,4,2,2,5,4,4,8,6,5,4,5,4,4,8,7,4,5,6,0.48
1717,9,4,4,5,5,4,4,5,2,3,3,4,3,4,1,3,5,4,2,4,0.39
1718,5,2,8,4,6,3,4,5,3,4,7,2,5,6,2,6,8,8,5,6,0.515
1719,3,9,6,6,3,5,2,6,5,2,3,5,7,7,8,4,3,5,4,7,0.53
1720,5,6,4,4,10,5,4,3,5,8,7,3,4,6,5,5,4,5,5,7,0.585
1721,2,9,6,5,7,2,11,4,5,5,4,4,10,3,7,4,6,7,7,3,0.565
1722,5,1,4,2,4,4,5,9,4,6,4,8,6,4,6,5,4,2,5,7,0.47
1723,6,4,5,1,6,3,3,5,4,4,8,4,6,5,5,5,4,7,4,3,0.48
1724,3,8,6,8,3,3,7,5,3,2,5,7,5,4,4,3,7,5,4,5,0.51
1725,5,8,5,5,2,5,4,4,8,5,7,7,8,5,3,5,2,5,6,3,0.51
1726,5,4,5,5,9,7,7,6,6,5,6,3,3,7,4,7,4,6,7,4,0.58
1727,3,5,4,6,8,5,3,7,8,4,5,3,6,4,6,6,4,5,2,3,0.5
1728,6,7,6,6,3,10,5,4,3,7,7,9,3,2,3,5,5,5,4,5,0.555
1729,4,5,3,5,3,8,5,3,8,5,6,5,6,3,2,7,6,6,6,8,0.535
1730,4,6,6,7,9,5,5,5,8,3,7,2,5,7,4,8,3,4,7,2,0.57
1731,5,2,4,4,8,5,5,2,6,2,7,4,3,1,9,5,6,5,4,5,0.515
1732,5,3,5,2,4,6,4,5,3,4,5,6,8,5,6,4,5,7,7,6,0.505
1733,1,3,6,7,6,8,6,9,8,5,5,3,2,3,3,4,3,6,4,10,0.51
1734,5,9,6,3,6,3,9,10,5,4,6,7,4,5,4,7,4,5,5,3,0.565
1735,3,2,6,7,4,3,4,3,8,7,4,6,2,4,4,6,5,5,6,5,0.515
1736,6,6,5,3,2,7,5,4,3,4,5,3,3,7,4,9,6,5,3,4,0.51
1737,6,3,2,10,6,7,7,4,4,5,5,3,4,2,3,3,7,3,7,5,0.48
1738,5,5,7,4,5,8,3,6,3,6,3,5,11,4,6,5,5,6,5,6,0.56
1739,6,2,5,5,4,5,4,5,5,5,6,3,7,12,4,9,7,6,4,1,0.53
1740,5,4,5,7,3,5,5,5,3,2,7,5,7,5,4,4,3,5,8,8,0.495
1741,5,7,8,4,8,2,6,6,4,2,6,3,9,6,2,5,5,2,3,6,0.495
1742,3,3,5,6,6,6,5,4,6,5,3,8,3,5,3,2,4,6,6,4,0.51
1743,4,5,4,2,5,5,8,6,5,5,3,3,6,5,5,3,3,6,4,5,0.44
1744,3,3,4,2,5,3,5,5,7,3,7,7,9,7,7,3,3,4,4,2,0.46
1745,8,4,5,3,6,7,8,3,4,4,10,5,6,4,6,5,6,6,4,4,0.565
1746,2,3,1,4,5,8,5,6,4,4,6,3,6,1,3,2,6,2,2,4,0.38
1747,4,3,3,2,8,4,11,9,7,3,2,7,2,5,4,4,4,5,3,10,0.505
1748,7,5,4,10,7,7,1,9,3,2,6,8,2,2,3,2,6,7,4,5,0.53
1749,3,5,13,2,4,5,4,6,2,5,2,7,4,1,7,8,4,5,6,6,0.515
1750,2,6,6,4,6,5,11,9,3,3,5,5,7,2,3,6,8,8,8,3,0.575
1751,5,1,7,4,5,6,8,7,3,5,5,5,4,3,4,6,7,6,5,5,0.505
1752,2,6,7,6,4,8,2,5,6,4,5,4,4,6,2,4,2,4,6,3,0.435
1753,1,4,8,8,6,8,3,3,3,5,9,3,5,1,4,6,3,5,3,4,0.435
1754,7,2,3,7,7,5,5,5,7,3,7,5,2,4,4,2,5,5,11,3,0.53
1755,6,11,4,6,6,3,5,2,5,7,4,2,3,5,6,4,5,2,3,5,0.445
1756,3,7,7,6,4,5,3,3,3,5,3,4,5,5,7,1,3,8,2,5,0.44
1757,6,8,1,9,5,3,4,7,7,5,5,1,3,5,4,3,7,5,4,6,0.485
1758,5,4,3,8,4,7,5,4,6,5,5,4,8,3,4,5,4,5,5,5,0.515
1759,6,4,5,2,4,9,8,4,6,3,7,5,7,6,5,3,3,4,7,2,0.555
1760,9,3,5,4,2,7,9,6,1,5,4,5,3,5,6,4,4,4,6,8,0.505
1761,10,3,6,4,8,6,4,4,4,8,6,4,5,4,3,6,4,5,7,7,0.565
1762,9,8,3,4,5,4,3,9,5,6,7,4,5,3,7,2,1,10,4,6,0.53
1763,5,9,0,1,3,9,5,2,8,4,6,7,6,7,3,4,2,3,2,6,0.435
1764,2,4,7,8,8,7,6,5,3,3,4,6,2,3,7,7,6,1,5,5,0.495
1765,6,5,5,4,1,9,4,3,7,3,3,6,1,3,8,3,5,9,4,7,0.5
1766,5,7,7,2,7,9,6,6,7,4,7,5,8,6,5,5,4,6,2,1,0.55
1767,3,4,5,4,3,4,6,8,2,7,5,2,8,2,6,3,3,3,5,4,0.44
1768,4,2,6,5,1,1,4,7,8,5,4,4,5,2,4,5,7,7,4,7,0.47
1769,4,5,6,6,3,3,3,7,7,6,11,5,8,5,5,5,6,6,9,3,0.595
1770,4,8,4,4,5,3,3,3,5,5,3,5,7,4,9,6,6,6,3,4,0.475
1771,2,10,6,5,4,2,4,4,8,4,3,9,5,5,2,5,5,9,5,4,0.525
1772,3,7,3,5,7,5,9,5,4,4,8,3,2,4,3,3,6,4,2,3,0.495
1773,3,5,5,8,3,9,7,4,10,5,7,9,5,3,5,3,6,8,4,4,0.575
1774,2,8,7,5,2,6,3,4,4,1,4,5,4,6,9,4,2,8,6,3,0.46
1775,2,4,3,6,7,7,5,2,8,9,7,4,8,8,2,3,5,5,7,3,0.53
1776,5,5,8,8,4,4,4,3,5,4,5,5,10,1,6,2,3,4,5,4,0.465
1777,6,5,4,3,9,2,4,4,3,5,3,4,4,7,5,6,8,10,3,5,0.555
1778,4,3,3,8,4,10,7,6,4,3,4,6,5,4,3,2,5,8,4,4,0.485
1779,9,6,7,5,5,4,5,8,6,3,7,3,4,5,4,6,8,3,7,7,0.57
1780,4,7,5,4,4,3,8,3,7,7,4,8,2,6,3,3,2,6,2,4,0.515
1781,8,1,5,6,3,5,4,6,8,6,1,1,2,11,3,5,10,0,4,1,0.425
1782,4,1,4,6,5,2,8,4,5,3,7,7,4,5,4,2,7,4,5,6,0.51
1783,4,5,4,9,3,7,6,6,9,4,7,4,1,2,4,5,4,6,2,5,0.5
1784,1,3,2,4,3,10,5,1,2,3,5,4,5,7,5,7,8,6,4,6,0.455
1785,2,9,4,1,12,3,5,4,5,4,4,2,5,6,6,2,5,4,7,6,0.48
1786,5,4,1,6,2,6,4,6,3,4,9,3,7,8,5,5,3,6,5,3,0.47
1787,6,8,6,4,4,4,5,5,5,6,4,4,5,6,4,4,4,5,5,4,0.485
1788,8,3,4,6,4,6,7,6,3,7,9,6,8,4,3,2,0,3,6,2,0.475
1789,12,6,3,4,4,8,3,6,1,9,2,1,4,4,6,6,1,5,3,4,0.515
1790,4,6,4,5,5,4,5,3,8,5,5,5,6,6,7,3,6,4,8,6,0.535
1791,3,3,3,9,8,6,4,3,5,3,5,7,4,10,2,3,3,5,5,7,0.49
1792,6,2,4,3,2,7,6,10,2,4,3,4,6,4,4,3,4,8,9,12,0.52
1793,3,4,8,8,7,9,4,1,2,5,3,6,3,6,7,2,5,7,6,10,0.555
1794,8,8,4,8,11,4,5,3,10,2,8,5,4,3,2,5,3,2,9,4,0.57
1795,10,4,7,3,3,7,3,4,5,7,10,5,7,2,1,4,5,3,3,7,0.53
1796,1,3,4,6,5,5,4,3,4,4,3,4,3,8,7,2,2,2,5,0,0.415
1797,6,4,2,5,4,3,4,5,3,4,7,4,2,1,7,7,4,3,1,5,0.375
1798,5,6,3,6,7,8,9,5,3,2,6,5,4,6,4,5,7,4,0,4,0.515
1799,4,11,3,4,4,7,4,7,7,4,5,5,4,4,5,3,3,5,4,5,0.495
1800,5,7,3,4,2,2,6,6,4,0,6,3,7,4,4,5,4,4,4,5,0.42
1801,4,6,5,4,2,6,3,5,4,8,2,5,3,7,1,11,3,4,3,6,0.44
1802,4,8,3,10,3,4,3,4,4,2,5,5,4,8,9,9,10,2,4,2,0.52
1803,4,2,5,4,5,5,6,4,5,6,4,5,8,3,5,8,4,3,6,6,0.53
1804,4,5,3,4,2,8,3,5,3,3,6,6,8,8,10,2,4,2,3,5,0.515
1805,5,6,8,5,4,8,5,5,6,7,4,3,6,5,4,6,5,3,3,7,0.525
1806,6,2,2,9,3,4,3,9,3,4,5,6,4,6,4,4,3,8,9,5,0.505
1807,4,7,4,4,4,3,6,5,5,4,4,3,5,5,9,5,5,3,7,6,0.475
1808,3,5,4,2,2,4,9,4,5,5,8,4,5,4,2,6,7,3,4,4,0.46
1809,5,7,8,9,4,7,8,4,3,5,9,4,4,4,7,6,3,5,5,2,0.565
1810,3,5,3,3,4,5,3,4,5,2,3,3,6,4,3,6,4,3,7,9,0.42
1811,4,6,8,5,2,4,3,5,4,2,5,2,3,11,4,4,7,5,6,8,0.49
1812,9,3,8,6,3,4,4,4,5,5,4,1,4,2,6,4,6,4,6,2,0.425
1813,1,4,5,5,5,5,7,4,3,7,7,4,3,9,4,6,8,3,3,2,0.465
1814,3,1,5,2,5,3,8,3,2,8,7,8,4,5,5,5,7,8,3,2,0.45
1815,4,3,5,3,5,3,7,1,6,3,8,5,6,5,3,2,6,2,5,1,0.395
1816,4,3,5,4,2,7,5,5,3,3,6,1,4,4,1,3,6,3,6,4,0.385
1817,7,3,3,3,2,4,3,5,5,8,5,5,3,3,2,5,5,7,7,9,0.45
1818,4,4,5,3,6,6,5,5,6,7,8,4,8,4,7,4,5,6,6,4,0.56
1819,2,7,11,8,3,2,2,3,4,9,2,10,8,5,7,2,3,3,6,7,0.55
1820,6,4,6,6,8,6,5,4,3,6,4,4,4,4,5,4,4,7,4,5,0.495
1821,8,6,6,9,1,6,4,4,3,3,7,2,7,7,5,5,7,2,4,1,0.475
1822,2,4,8,6,4,2,3,5,4,6,7,4,6,5,3,5,7,4,3,6,0.445
1823,2,9,5,5,3,4,3,2,6,9,4,4,6,6,4,4,6,5,0,9,0.465
1824,6,5,4,5,3,3,8,9,5,4,10,2,2,2,8,5,7,5,6,6,0.555
1825,7,1,7,4,4,4,4,6,7,5,5,3,4,5,4,2,8,9,4,4,0.51
1826,6,3,7,5,5,4,7,3,5,4,8,5,4,5,2,6,7,3,5,4,0.5
1827,7,3,1,10,2,6,6,9,8,5,5,1,10,6,4,5,4,7,3,5,0.56
1828,5,5,5,3,6,2,3,5,3,9,3,4,7,5,3,10,3,3,1,5,0.46
1829,6,9,6,4,6,8,4,5,4,4,6,3,2,4,6,6,2,6,4,3,0.49
1830,5,8,7,5,7,3,7,10,3,5,8,3,4,6,5,6,1,5,10,1,0.55
1831,1,5,3,4,3,5,6,5,4,10,6,6,5,4,3,5,3,2,7,6,0.48
1832,4,3,4,9,8,4,6,4,6,2,3,6,5,5,6,6,5,4,4,4,0.485
1833,2,9,4,8,2,2,5,3,4,5,3,4,5,3,2,4,1,5,5,3,0.415
1834,6,5,2,6,0,7,3,5,6,6,4,8,5,8,7,6,3,5,5,2,0.495
1835,1,5,4,2,4,3,6,5,7,5,4,7,2,3,6,4,8,5,4,2,0.44
1836,9,4,6,2,5,10,2,4,4,4,4,5,5,4,6,2,8,8,2,5,0.505
1837,3,5,7,6,7,5,4,5,9,2,6,4,5,5,5,5,4,7,2,3,0.495
1838,4,3,3,6,6,2,5,4,5,7,2,5,8,5,3,5,4,5,5,9,0.52
1839,9,1,1,3,6,5,6,3,3,4,4,9,8,3,3,5,4,1,6,11,0.49
1840,5,2,2,10,5,9,4,5,3,2,9,3,5,3,4,5,4,6,6,2,0.45
1841,8,5,4,3,2,11,8,5,4,2,5,6,4,2,5,0,3,8,3,4,0.44
1842,5,3,4,2,5,6,8,2,8,6,2,4,5,7,5,3,5,1,8,1,0.435
1843,7,5,6,6,5,7,9,4,2,4,11,5,3,5,6,3,5,4,10,7,0.58
1844,6,5,4,9,4,3,7,6,7,4,6,6,5,3,4,4,1,4,2,2,0.47
1845,8,3,8,6,6,4,6,5,6,6,6,2,5,6,6,5,7,6,5,6,0.57
1846,2,4,8,5,4,2,4,8,2,5,5,6,6,5,7,5,3,6,8,9,0.535
1847,9,3,4,5,7,7,6,5,5,2,5,2,6,5,6,4,3,5,4,2,0.46
1848,2,3,4,7,7,4,8,0,4,9,4,3,4,7,4,5,2,7,6,3,0.48
1849,6,3,4,4,9,10,7,3,3,5,4,5,6,5,5,2,5,5,9,5,0.555
1850,3,7,3,6,5,8,2,5,4,2,4,5,2,7,4,4,6,5,6,8,0.49
1851,5,5,6,7,5,4,3,4,3,6,9,2,3,6,3,5,6,6,3,6,0.465
1852,10,5,5,3,6,4,3,3,3,4,4,6,7,6,6,8,4,6,4,6,0.525
1853,2,5,5,3,4,7,8,8,9,6,4,6,7,5,5,10,2,4,3,2,0.555
1854,6,5,4,5,5,4,5,4,2,9,4,3,3,7,8,2,3,3,6,7,0.47
1855,10,9,6,10,2,4,3,1,6,7,1,9,4,4,9,3,4,11,8,4,0.59
1856,8,5,4,4,5,4,2,4,8,4,4,8,8,2,6,2,10,7,5,6,0.555
1857,4,7,5,3,5,3,4,5,8,4,3,8,4,8,4,2,3,3,6,7,0.5
1858,2,6,2,3,4,8,6,3,7,6,7,2,5,3,8,3,4,6,7,6,0.475
1859,6,3,4,5,5,7,8,3,3,3,10,5,8,1,4,3,4,6,3,4,0.47
1860,5,4,6,5,4,3,9,2,3,3,6,8,4,6,7,3,2,5,8,5,0.51
1861,10,7,5,7,8,5,5,8,9,3,5,6,4,4,6,5,5,7,4,3,0.61
1862,9,9,4,3,6,6,9,3,3,5,7,3,6,3,6,4,2,7,5,4,0.5
1863,5,4,2,8,3,9,3,3,4,2,7,7,5,6,5,6,6,10,7,5,0.54
1864,5,3,6,9,7,3,9,5,1,4,7,6,9,3,3,3,6,2,11,4,0.5
1865,4,4,8,4,7,3,4,3,4,6,6,3,2,6,4,9,6,4,5,6,0.475
1866,5,4,5,5,5,5,4,8,3,3,4,5,5,5,2,5,6,3,7,2,0.485
1867,4,6,7,3,7,3,7,5,1,4,3,5,9,7,4,5,7,2,9,3,0.54
1868,2,5,4,9,2,4,4,6,5,3,3,7,5,8,1,9,7,5,4,8,0.505
1869,4,5,5,6,5,8,1,8,6,6,2,6,6,3,8,4,7,7,10,5,0.59
1870,3,4,5,5,5,4,4,7,4,3,6,2,6,7,5,8,8,7,2,1,0.48
